Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
French Polynesia,PYF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.024781612,0.023908574,0.023029005,0.022189677,0.021403651,0.02067846,0.020002,0.01935565,0.018724137,0.018101186,0.01748481,0.016886472,0.01630776,0.015758082,0.015240534,0.014753723,0.014296641,0.013862608,0.013446825,0.013046485,0.012661914,0.01229415,0.011943436,0.011611098,0.011297903,0.011000677,0.010718803,0.01045697,0.010218262,0.010004702,0.009817589,0.00965074,0.009494692,0.014005864,0.013757429,0.013493881,0.013224365,0.012955494,0.012700187,0.012464632,0.012248448,0.012049354,0.011871456,0.011718979,0.011592859,0.011493945,0.011419132,0.011360882,0.009424857,0.009382659,0.009338742,0.009293853,0.009247888,0.009200885,0.009153519,0.009104947,0.009054428,0.009003396,,
Qatar,QAT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.019445039,0.017772722,0.016201941,0.01480122,0.013581236,0.012523482,0.011587754,0.010728923,0.009912768,0.009130669,0.008374298,0.007662542,0.007033289,0.013018799,0.012171817,0.011513044,0.010969784,0.005209771,0.009747919,0.017887328,0.020162591,0.021642757,0.022631822,0.023441712,0.02156997,0.020113693,0.021319234,0.020288045,0.019493684,0.020996273,0.018467069,0.024222704,0.025923319,0.025638801,0.025319069,0.024878907,0.02428454,0.023569256,0.022787588,0.02194215,0.021625559,0.017944301,0.017014012,0.015398257,0.013404051,0.0127114,0.010669372,0.010064942,0.007613551,0.007396318,0.006046579,0.006138215,0.006590832,0.006140203,0.005963266,0.005387324,0.005138129,0.005032926,,
Romania,ROU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.531008744,0.531254434,0.524155688,0.519421457,0.515669328,0.509850147,0.501631955,0.494802203,0.48832681,0.480632529,0.475427908,0.470182022,0.463531766,0.46140102,0.457461762,0.452865894,0.449575144,0.446576137,0.444399418,0.442827718,0.440610619,0.439140138,0.438997791,0.438814486,0.439229334,0.43810788,0.439226595,0.438335856,0.408350804,0.407295371,0.409675079,0.410497649,0.410353868,0.410862882,0.411606809,0.41279448,0.414383662,0.414309214,0.4152716,0.417992787,0.423414635,0.431467372,0.434636985,0.415583849,0.421441499,0.421775089,0.415410021,0.424630104,0.431521081,0.451724121,0.446456756,0.438627213,0.437656844,0.440906588,0.442983958,0.435584392,0.436118449,0.446031292,,
Russian Federation,RUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888714167,0.872551981,0.865331223,0.859304625,0.850593212,0.861749579,0.854143227,0.84892973,0.848408297,0.848492841,0.849686714,0.847287736,0.84783977,0.848536834,0.849872831,0.851328055,0.852227712,0.851971164,0.851588751,0.850924926,0.849493981,0.847686902,0.845843983,0.844216811,0.842780794,0.841880591,0.841990606,,
Rwanda,RWA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.161756495,0.160501183,0.159398883,0.158014928,0.15607924,0.153537042,0.15054531,0.1475988,0.144926064,0.138927665,0.144649468,0.155747496,0.148548209,0.157860695,0.157169699,0.155344667,0.153585546,0.151676587,0.149634089,0.147477914,0.14542384,0.143509892,0.141451688,0.138916018,0.134539712,0.12942778,0.124189139,0.119776631,0.116806649,0.120731805,0.124224865,0.131299406,0.135701283,0.117919502,0.119935098,0.124727429,0.124612572,0.117768714,0.11544761,0.113440307,0.121489707,0.132430512,0.127846155,0.127973959,0.122496951,0.121962655,0.120218781,0.1173223,0.114371492,0.111951605,0.110891195,0.109077366,0.109373893,0.103711519,0.101301197,0.09869885,0.096127522,0.09361916,,
South Asia,SAS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.350709648,0.345060946,0.33950135,0.333475799,0.32857696,0.322295298,0.317119924,0.310028325,0.300858775,0.295416344,0.287211067,0.281906144,0.277948126,0.271372219,0.265957191,0.259733846,0.253973469,0.250071678,0.24423235,0.239055163,0.232493828,0.229464279,0.221426487,0.218384993,0.212883201,0.206438808,0.202746527,0.196987837,0.193652333,0.18873781,0.184396465,0.179469062,0.175638295,0.171762526,0.167883839,0.163855844,0.161498752,0.158401786,0.154999903,0.151969228,0.148921919,0.146237044,0.14327079,0.140123783,0.137524056,0.134826937,0.132137041,0.129757912,0.127714595,0.125377341,0.124051045,0.122179223,0.120704503,0.119157782,0.117656929,0.116547129,0.115241547,0.113522517,,
Saudi Arabia,SAU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.270215689,0.265885026,0.261261939,0.256558051,0.251877104,0.247240822,0.242535116,0.239428845,0.235718116,0.233020834,0.229484458,0.226811532,0.223482931,0.221134442,0.218343966,0.215303794,0.211996182,0.207011922,0.201358557,0.195016835,0.188134512,0.181092637,0.188015997,0.189228685,0.194374601,0.195734907,0.200752295,0.202387751,0.204260243,0.208823746,0.213382524,0.211194024,0.206718381,0.201323398,0.19609642,0.19155354,0.187508328,0.183841918,0.177968976,0.173830227,0.169790129,0.16509731,0.160308897,0.151301064,0.146958947,0.140826023,0.13682971,0.128976012,0.120013655,0.115967533,0.111753421,0.106911681,0.102089514,0.110943625,0.110033282,0.107171116,0.103833147,0.101979788,,
Sudan,SDN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561961586,0.548623533,0.535165704,0.521969009,0.509554186,0.497476462,0.485702269,0.474220897,,
Senegal,SEN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.890060936,0.866008445,0.871137683,0.847149675,0.85042164,0.826520215,0.828792753,0.847261919,0.771050128,0.739399668,0.735949048,0.713924693,0.703538462,0.693948205,0.675071797,0.657653427,0.602913632,0.588502992,0.573995292,0.559002729,0.543512249,0.527604119,0.511694838,0.496063669,0.480581346,0.465770654,0.451441924,0.437161616,0.423631867,0.410825709,0.383340707,0.380971929,0.374631583,0.37560279,0.35407884,0.360938651,0.321765403,0.287234066,0.356056094,0.339058094,0.308785224,0.296586032,0.278139576,0.276316026,0.281872437,0.249159395,0.243859072,0.30154856,0.310496265,0.299728438,0.253187593,0.246232089,0.232179683,0.2257537,0.219502073,0.213425619,0.207531392,0.201837682,,
Singapore,SGP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.001762218,0.002285453,0.002228412,0.002172024,0.002119879,0.002067825,0.002022654,0.001491054,0.001468788,0.001928169,0.000946566,0.001393793,0.001367989,0.000896941,0.000883939,0.000872106,0.000860104,0.000849762,0.000839102,0.000828519,0.000789629,0.000755725,0.000745973,0.000732005,0.000731006,0.000731697,0.000720776,0.000702714,0.000341192,0.000328177,0.000318971,0.000309531,0.000301798,0.000292479,0.000283728,0.000272427,0.000263433,0.000254634,0.000252607,0.000248269,0.000241662,0.000239466,0.000145814,0.000168,0.00015472,0.000147681,0.000152552,0.000123982,0.000120299,0.000126065,0.000121535,0.00011859,0.000105572,0.000102382,0.000101174,9.99E-05,9.98E-05,9.93E-05,,
Solomon Islands,SLB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.082382502,0.079974408,0.077616852,0.075320489,0.073091401,0.070924501,0.068814126,0.066716927,0.064586966,0.06240639,0.06018187,0.057954216,0.055770582,0.05367773,0.051706041,0.049849952,0.052913871,0.055736441,0.053850055,0.052049447,0.050330715,0.052748822,0.051067307,0.049487801,0.048008213,0.046622722,0.034858874,0.033901063,0.03627107,0.03527122,0.034291308,0.033332929,0.032400494,0.031493989,0.033400505,0.032474825,0.031579114,0.033273441,0.034861252,0.033925824,0.035381614,0.034448389,0.035792902,0.034892672,0.034048494,0.033258087,0.032511537,0.033772643,0.034939109,0.035994324,0.035086294,0.035966954,0.0350061,0.034066965,0.033160182,0.032287331,0.031445058,0.030634627,,
Sierra Leone,SLE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.150911634,0.150705869,0.150399858,0.149999736,0.149508059,0.148927331,0.14825951,0.147503168,0.146657835,0.14572533,0.144708648,0.143614446,0.142447844,0.141218955,0.139933451,0.138593661,0.137202204,0.135767228,0.134298836,0.13280236,0.131346755,0.129937483,0.12845822,0.126769616,0.12482577,0.122552618,0.120104384,0.116921472,0.114233762,0.112506172,0.111758488,0.111782548,0.11226702,0.112534747,0.112687104,0.112459596,0.111641768,0.110464856,0.108462446,0.106880253,0.143355092,0.183270671,0.237772045,0.264580663,0.260736226,0.289897139,0.214323363,0.223723462,0.232907974,0.246332554,0.251801017,0.219237415,0.23071908,0.225732573,0.220861698,0.216132253,0.211526399,0.207054791,,
El Salvador,SLV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.171432526,0.166485455,0.161630936,0.155970068,0.149938619,0.14268566,0.135798008,0.131547806,0.127207469,0.122513453,0.129440911,0.126185902,0.123099494,0.120189495,0.117457648,0.111830278,0.109486082,0.116340037,0.124137494,0.121538574,0.110578671,0.101113387,0.097816079,0.098541564,0.10128012,0.103951372,0.102614074,0.105196042,0.103834013,0.104362861,0.105761869,0.108560654,0.106730234,0.104999788,0.103400454,0.099298007,0.098324344,0.103488172,0.107958584,0.110395334,0.118103574,0.115730277,0.113612192,0.115209649,0.115992336,0.099351991,0.103180413,0.109267035,0.10864485,0.107214293,0.108202681,0.111254998,0.109957173,0.112150293,0.106084927,0.109028487,0.099716286,0.097652296,,
San Marino,SMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.063147259,0.061519532,0.059991601,0.058476113,0.057116747,0.055806686,0.054617947,0.053567602,0.052687039,0.05201831,0.051564998,0.051308363,0.051122131,0.050862113,0.050431187,0.049785921,0.049026818,0.048160277,0.047344002,0.046613527,0.045953771,0.045365876,0.044853106,0.044353766,0.043871194,0.043391478,0.042923982,0.042466452,0.041958629,0.041452495,0.040893105,0.040273862,0.039669946,0.039080819,0.038572806,0.038090885,0.03764635,0.037242561,0.036844626,0.036416606,0.035947947,0.035492458,0.03501278,0.034551862,0.03410176,0.033676837,0.033257949,0.032857988,0.0324412,0.032029724,0.031590586,0.031149737,0.030718191,0.030357305,0.05966336,0.059248426,0.058952808,0.058755624,,
Somalia,SOM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.316617066,0.311737292,0.306830155,0.301883272,0.296891117,0.291380667,0.28533057,0.279527339,0.274895947,0.271732109,0.270997481,0.271855329,0.270737619,0.262869166,0.247404508,0.225521352,0.20178529,0.181208695,0.166135987,0.15665951,0.151894107,0.150422818,0.150938402,0.151782851,0.151760634,0.150517661,0.148347478,0.145748331,0.143132252,0.141451545,0.14049991,0.140225732,0.139969797,0.139706632,0.138153867,0.135239213,0.131424391,0.126653539,0.121937033,0.117557553,0.113751166,0.126298041,0.127350742,0.13326422,0.129225482,0.105909529,0.090251714,0.096515035,0.09387515,0.091332648,0.08079956,0.078644255,0.08420272,0.081945408,0.079726298,0.077543233,0.075398421,0.073293144,,
Serbia,SRB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35022274,0.354504097,0.361961856,0.357023481,0.364029802,0.364869212,0.355892846,0.361565086,0.365426299,0.365167039,0.368076152,0.369612945,0.369919302,,
Sub-Saharan Africa (excluding high income),SSA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.547642337,0.541550764,0.545425975,0.539599059,0.538889688,0.517785026,0.515320174,0.508087473,0.518883584,0.496145338,0.480879594,0.455989871,0.460906703,0.433529409,0.421829392,0.412510858,0.384619117,0.372740336,0.359579605,0.355302391,0.336012747,0.330298332,0.322775747,0.323220975,0.324476479,0.327836562,0.31840351,0.312052784,0.305206663,0.299520125,0.297530567,0.292702302,0.286683331,0.28179697,0.280703732,0.277138119,0.271790814,0.266132726,0.263658837,0.25681415,0.249182569,0.247071339,0.247892927,0.243552573,0.241782997,0.236826257,0.23344882,0.232211602,0.224455322,0.222062439,0.234332389,0.237193129,0.232271594,0.226890548,0.220853692,0.215817321,0.20998543,0.204676889,,
South Sudan,SSD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.547540521,0.541449701,0.545323878,0.539497891,0.538788468,0.517687786,0.51522333,0.507992023,0.518786087,0.496052419,0.480790106,0.455905319,0.460822135,0.433450712,0.421753164,0.412436878,0.384550764,0.372675626,0.359518471,0.355243136,0.335957717,0.330245461,0.322725641,0.323171895,0.324428174,0.327788799,0.318356449,0.312007833,0.30516371,0.299478969,0.297490261,0.292663573,0.286645803,0.281760073,0.280667395,0.27710266,0.271756556,0.266099405,0.263626021,0.256782757,0.249152911,0.247041767,0.24786436,0.243525367,0.241756578,0.236800533,0.233424024,0.232187033,0.224432158,0.222039366,0.234309342,0.237170206,0.232249354,0.226869076,0.220832893,0.215797273,0.209966209,0.204658474,,
Small states,SST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.295836416,0.291934099,0.286865953,0.282842343,0.27764025,0.274465022,0.271644624,0.266986766,0.262524434,0.259391695,0.255581136,0.252631568,0.250224517,0.241997791,0.233975941,0.232295712,0.226953441,0.228284235,0.225627498,0.220287438,0.214928154,0.211615158,0.206690266,0.204571072,0.199838383,0.193323309,0.192055367,0.189707179,0.185022152,0.183680994,0.175755727,0.203837001,0.206518991,0.202682804,0.198691553,0.195903537,0.191610555,0.184992609,0.18332572,0.183159682,0.171481515,0.165522882,0.160330912,0.160823209,0.160709898,0.155326522,0.152012025,0.152621912,0.151593146,0.148753336,0.147058025,0.142455764,0.135077684,0.137198854,0.131172101,0.132375992,0.131533035,0.129994535,,
Sao Tome and Principe,STP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.015480595,0.015509166,0.015567352,0.015557422,0.01541212,0.015112132,0.014697453,0.014233255,0.013792913,0.013410219,0.013098606,0.012832029,0.012584473,0.012323163,0.012028773,0.011699327,0.01135048,0.011007639,0.010699994,0.010439721,0.0102284,0.010052474,0.00989472,0.009725167,0.019061053,0.018616947,0.018139109,0.01765412,0.017194983,0.016776975,0.016400298,0.016054714,0.015739852,0.023179268,0.030376901,0.02989559,0.036810448,0.036269994,0.042868166,0.042175111,0.048355899,0.04747372,0.046541006,0.045532601,0.044452347,0.043296469,0.042093363,0.040906488,0.039800542,0.033264587,0.021677749,0.021232099,0.02082509,0.020436629,0.020056258,0.019683005,0.019315647,0.018954471,,
Suriname,SUR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.094622406,0.095428011,0.092965106,0.099916632,0.097282475,0.091673937,0.086287977,0.084139436,0.082514151,0.081538135,0.089375186,0.089696581,0.09591485,0.09677464,0.097429531,0.097779293,0.100657348,0.100529736,0.103114044,0.111256053,0.119396686,0.127449595,0.132493472,0.137090716,0.141060558,0.1443337,0.149593342,0.14657591,0.143547177,0.140682036,0.13801152,0.135501999,0.133168858,0.131004668,0.129002763,0.127173382,0.125505048,0.123956698,0.122480554,0.121033499,0.119603671,0.093316854,0.112719239,0.107356992,0.098105758,0.096973631,0.089987695,0.090887644,0.110874706,0.103944996,0.10837536,0.096074436,0.10963009,0.117481628,0.116250787,0.115068076,0.108676409,0.107641318,,
Slovak Republic,SVK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293316533,0.291975936,0.290376779,0.289018363,0.287927961,0.286985513,0.28521021,0.283555278,0.268086197,0.2622323,0.26296327,0.259294006,0.258896327,0.256464945,0.256204064,0.25691395,0.256571822,0.258187627,0.257706751,0.257471967,0.251524321,0.250837432,0.248902937,0.248029848,0.246909858,0.247486079,,
Slovenia,SVN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100175407,0.10041441,0.098520038,0.098498798,0.096046118,0.087111698,0.086797276,0.086231024,0.086981661,0.086844774,0.08423037,0.086684942,0.088131669,0.087979149,0.08869542,0.086714282,0.090737915,0.090333284,0.090106186,0.089802289,0.08929791,0.089788456,0.089254018,0.089283854,0.089228209,0.089044265,0.087651539,,
Sweden,SWE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.471941615,0.460749779,0.433042867,0.424859627,0.408722535,0.398191705,0.393496079,0.382570217,0.382903167,0.379096785,0.376250226,0.37267769,0.370438105,0.369487332,0.366435531,0.364740414,0.362356603,0.362028175,0.3594304,0.357979532,0.355266983,0.353862695,0.352621967,0.351342063,0.349444924,0.346960493,0.343661271,0.339951845,0.335454148,0.331937699,0.323416354,0.318986921,0.318515865,0.316260181,0.313132333,0.317724311,0.316072847,0.314202708,0.30978088,0.304662623,0.302496864,0.299945389,0.297603466,0.295323383,0.298796001,0.29238462,0.288912704,0.285260689,0.283701215,0.280333192,0.276636795,0.27344235,0.270822641,0.267426834,0.263899471,0.259556378,0.25492911,0.25060898,,
Eswatini,SWZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.361151724,0.382687667,0.361062363,0.361524978,0.374406632,0.388202803,0.387577262,0.376376357,0.355830243,0.345506445,0.335601459,0.36758351,0.357020663,0.319754429,0.334161066,0.312256353,0.279942058,0.34195061,0.32376354,0.311302845,0.220259248,0.211174128,0.203952695,0.250281381,0.220290469,0.212825059,0.219065658,0.228748963,0.240451448,0.218865474,0.216499639,0.206460245,0.200516838,0.196116886,0.192051237,0.188258985,0.184759232,0.181647111,0.179055532,0.177038328,0.175610295,0.174671803,0.174032749,0.173440763,0.172719113,0.171798918,0.170718678,0.169532205,0.16549058,0.164343785,0.163241853,0.162144383,0.161016817,0.159814141,0.158509037,0.157092408,0.155582108,0.154012148,,
Sint Maarten (Dutch part),SXM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.023316002,0.022705599,0.022135647,0.021588014,0.021052632,0.020534303,0.020035663,0.019556459,0.019096725,0.018656716,0.018283207,0.0178479,0.017577164,0.017260127,0.016865682,0.016527833,0.016184896,0.016090105,0.015952525,0.015807528,0.01561646,0.015524816,0.015543639,0.015451891,0.01532708,0.015231828,0.014598753,0.014544397,0.014457762,0.01438704,0.014196681,0.014131679,0.013840256,0.013476181,0.013279507,0.013086093,0.012933432,0.012682952,0.012436264,0.012325745,0.012314968,0.011944149,0.012080067,0.012124886,0.012068841,0.011820331,0.01176014,0.011500069,0.011455016,0.010025621,0.001543898,0.00158545,0.001667612,0.001641874,0.001605669,0.001584334,0.00156506,0.001550195,,
Syrian Arab Republic,SYR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.301596627,1.271682964,1.251331029,1.232611477,1.18031608,1.057579467,1.023568198,0.939545305,0.916264949,0.889845027,0.859400575,0.839834662,0.788591987,0.780153617,0.680094722,0.67482114,0.63059415,0.617651148,0.606328094,0.585615405,0.570094373,0.551394722,0.51132666,0.495868668,0.47311237,0.455550312,0.43834756,0.410612998,0.397170997,0.392490283,0.374861495,0.361398212,0.351712051,0.344934219,0.334530202,0.321197808,0.314392301,0.301866947,0.293555785,0.276768164,0.276443193,0.268838163,0.26557239,0.266830052,0.254613293,0.245025291,0.238250265,0.227399903,0.220222011,0.219402739,0.221138466,0.228241681,0.238118758,0.249162098,0.259037258,0.266925202,0.272700647,0.275124399,,
Turks and Caicos Islands,TCA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.170444861,0.169952413,0.170357751,0.170910955,0.171998624,0.172920629,0.173430454,0.174034111,0.173460538,0.171320884,0.167420057,0.162443145,0.156739812,0.15128593,0.146370023,0.142450142,0.139024051,0.135501355,0.131457868,0.12667849,0.121315055,0.115553501,0.109938434,0.104646296,0.100260678,0.096478534,0.093309695,0.090163195,0.086580087,0.082542303,0.078033554,0.073319158,0.068842076,0.064939282,0.06164848,0.059066745,0.056928157,0.054860654,0.052441135,0.049576124,0.046343498,0.043047783,0.039987204,0.037440563,0.035484901,0.034020548,0.032913142,0.032051282,0.031315567,0.030620369,0.029966138,0.02935392,0.028791063,0.028271748,0.027793991,0.027353794,0.026942558,0.026548438,,
Chad,TCD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.946619112,0.928160921,0.909982988,0.892338182,0.875336863,0.859087677,0.843421935,0.827863301,0.811847992,0.79509102,0.777469957,0.759320548,0.743879499,0.72926495,0.733019483,0.741649375,0.727338187,0.724645701,0.709966643,0.694883315,0.679622048,0.663818521,0.647722541,0.630753711,0.614279546,0.606028151,0.587491529,0.573026021,0.558198662,0.548861778,0.539541033,0.525741099,0.513412326,0.499922062,0.487863399,0.468902523,0.479776488,0.463317303,0.44700884,0.430845988,0.449409769,0.410234759,0.405380336,0.390353703,0.386267497,0.372951564,0.360509228,0.348725262,0.346016511,0.351401683,0.347868689,0.363714639,0.378202439,0.38057426,0.368507596,0.357102193,0.346279734,0.335966644,,
East Asia & Pacific (IDA & IBRD countries),TEA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.17817824,0.175876214,0.171482102,0.167536719,0.163342303,0.158639432,0.15420717,0.149898298,0.145509611,0.141473053,0.136658796,0.133648711,0.130477111,0.128853539,0.125547175,0.123858062,0.122544968,0.120799989,0.119111597,0.11737612,0.116285907,0.118142823,0.120254841,0.123106891,0.126657883,0.125485682,0.124103757,0.122546666,0.121190686,0.11985816,0.117405608,0.114446116,0.111899538,0.109273444,0.10729271,0.106093847,0.104803168,0.103634489,0.103172496,0.10269958,0.102183688,0.101292334,0.101732199,0.102320877,0.100707884,0.099571571,0.099229105,0.099244214,0.099448225,0.098517607,0.09750479,0.096925452,0.096244341,0.095575458,0.095462737,0.095420053,0.095276932,0.094642807,,
Europe & Central Asia (IDA & IBRD countries),TEC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652943177,0.644724191,0.640779253,0.637762224,0.629426657,0.630615808,0.624400638,0.620739418,0.613407873,0.609201212,0.60467882,0.599437923,0.59735719,0.594346868,0.586877454,0.579943112,0.579554805,0.577289576,0.572992044,0.569574087,0.566236664,0.563574256,0.561075911,0.558359551,0.554418693,0.551123354,0.548731568,,
Togo,TGO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.126744341,1.116098418,1.10310475,1.082984923,1.053474975,1.014644705,0.970115066,0.925080315,0.884563483,0.850853832,0.823547228,0.800862084,0.781472503,0.76380579,0.746748223,0.730393796,0.714724192,0.737493756,0.737883666,0.716691751,0.693379682,0.668811895,0.644206437,0.636772328,0.614817659,0.594700033,0.581841141,0.573030822,0.557282224,0.556393089,0.54361923,0.532197708,0.546035238,0.533900886,0.520550752,0.528880558,0.519400037,0.520242956,0.525054623,0.507675443,0.464191021,0.456990903,0.440848538,0.425219056,0.374221952,0.36440107,0.390178976,0.384652244,0.383948397,0.383077683,0.372956754,0.3912128,0.381036134,0.371252608,0.361865544,0.352865105,0.344223974,0.335906717,,
Thailand,THA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.368478297,0.364499847,0.360397963,0.356204513,0.35195051,0.347676207,0.343410619,0.339164101,0.334942088,0.333473184,0.327447997,0.336673665,0.346119149,0.354501274,0.352026932,0.34958401,0.355200524,0.354699556,0.351603118,0.348605535,0.348775114,0.349176522,0.344661117,0.340562565,0.340074071,0.336163924,0.332370195,0.322964276,0.315228909,0.309309724,0.305945204,0.298178418,0.292863425,0.286368089,0.283164158,0.275452314,0.26693362,0.258698926,0.254692849,0.248663126,0.245171523,0.240193817,0.23547686,0.233863053,0.232358385,0.230959024,0.229669477,0.229216524,0.23472025,0.234541149,0.233417926,0.244118279,0.246681615,0.245621092,0.244635344,0.243724518,0.242884619,0.242119751,,
Tajikistan,TJK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156292878,0.155363982,0.149669784,0.146405621,0.138600399,0.136568681,0.130072776,0.128111609,0.126119451,0.123921621,0.121521222,0.119543533,0.116774894,0.111498681,0.106463043,0.105625821,0.102775008,0.102026518,0.099224207,0.09655074,0.093792406,0.091193534,0.088418176,0.08555694,0.082471728,0.080752049,0.077113702,,
Turkmenistan,TKM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381297401,0.395433417,0.410682109,0.413513724,0.405846333,0.39952929,0.394246985,0.409750449,0.429571527,0.446967816,0.442514541,0.438167669,0.433729161,0.429053483,0.424106373,0.418878957,0.403179649,0.397367947,0.381348444,0.374946174,0.368267771,0.361510263,0.354900295,0.34858964,0.342612662,0.336942029,0.331572807,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.402017397,0.395897172,0.390286261,0.384545486,0.378625535,0.375013812,0.370004852,0.368090025,0.368278427,0.357228499,0.352903086,0.349283783,0.34578765,0.342138305,0.338455778,0.340570439,0.342394779,0.343291486,0.343303225,0.344123625,0.339164474,0.337417718,0.334023391,0.329642005,0.327870532,0.318085075,0.3100828,0.301105235,0.294310024,0.2880608,0.281709631,0.274044683,0.267103512,0.260859208,0.256389819,0.254218788,0.252636548,0.251433521,0.249484714,0.24770594,0.245039777,0.241723069,0.243452268,0.243738816,0.245939584,0.247296891,0.249627901,0.24486347,0.240977925,0.243891111,0.243307027,0.241632294,0.240191628,0.235559549,0.236360272,0.237334793,0.245234203,0.243008752,,
Timor-Leste,TLS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.144971958,0.14239943,0.139817678,0.137245483,0.134699313,0.132243146,0.133604005,0.131191271,0.13044566,0.136467418,0.133276378,0.133292235,0.138376984,0.136095594,0.135086384,0.14029382,0.145204149,0.157364666,0.166012853,0.166692504,0.165607606,0.163070154,0.159571837,0.155800855,0.152192871,0.14886557,0.145671729,0.142488302,0.139133145,0.149089066,0.157993275,0.153216786,0.154920204,0.157037452,0.153967688,0.151983146,0.147354009,0.144254682,0.13743532,0.135690427,0.160894083,0.157147672,0.158376535,0.174917094,0.170831952,0.167250897,0.154382336,0.151597267,0.148936131,0.137172079,0.134752245,0.141217756,0.134398346,0.131989819,0.129566812,0.127123266,0.124672233,0.122242158,,
Middle East & North Africa (IDA & IBRD countries),TMN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.477217893,0.463961772,0.452995763,0.44363923,0.435099747,0.421523592,0.411765274,0.399141293,0.389475282,0.380633483,0.382411531,0.374014234,0.369315286,0.358335535,0.344777686,0.334724759,0.32157657,0.308762041,0.305190231,0.28191705,0.278021232,0.273195599,0.263682065,0.258290388,0.251893402,0.246103311,0.241228366,0.234795883,0.227322342,0.221807686,0.224778606,0.22357142,0.222606161,0.215334641,0.210606448,0.205757355,0.198378106,0.196200459,0.190289867,0.178536884,0.178118338,0.176400923,0.174998898,0.170462623,0.168191086,0.164733583,0.162705666,0.152815649,0.149300521,0.146825901,0.144234286,0.142300227,0.139493115,0.135552177,0.133341809,0.13068381,0.128862509,0.126860602,,
